name,x1,x2,y1,y2,classname
2492.png,305,109,330,128,face_with_mask
2492.png,349,100,386,128,face_with_mask
5931.jpg,175,92,227,158,face_without_mask
5931.jpg,390,99,435,152,face_without_mask
5931.jpg,477,95,518,148,face_without_mask
5931.jpg,325,118,365,173,face_without_mask
2388.png,139,39,346,277,face_with_mask
2388.png,194,152,341,277,face_with_mask
3082.png,494,32,561,120,face_with_mask
3082.png,377,49,453,132,face_with_mask
3082.png,773,48,824,124,face_without_mask
3082.png,23,26,98,120,face_with_mask
3082.png,496,84,542,117,face_with_mask
3082.png,50,79,92,112,face_with_mask
3082.png,378,96,415,127,face_with_mask
3082.png,637,150,687,184,face_with_mask
3082.png,594,121,631,159,face_with_mask
3082.png,621,106,692,185,face_with_mask
3082.png,588,89,645,156,face_with_mask
1811.jpg,435,83,583,276,face_without_mask
1969.jpg,388,77,489,210,face_with_mask
1969.jpg,683,104,784,242,face_with_mask
1969.jpg,691,153,744,230,face_with_mask
1969.jpg,416,124,478,204,face_with_mask
4047.png,284,39,470,293,face_without_mask
4047.png,732,103,929,344,face_without_mask
4047.png,318,169,457,288,face_with_mask
6193.jpg,786,154,1092,586,face_without_mask
5119.png,81,7,322,319,face_with_mask
5119.png,125,176,302,307,face_with_mask
4662.png,78,216,294,543,face_with_mask
4662.png,270,151,477,449,face_with_mask
4662.png,75,385,266,541,face_with_mask
4662.png,300,361,492,469,face_with_mask
2828.png,3,0,535,331,face_with_mask
2828.png,147,114,429,334,face_with_mask
5310.jpg,350,24,486,194,face_without_mask
3467.png,638,6,892,289,face_with_mask
3467.png,218,41,367,235,face_with_mask
3467.png,245,148,362,222,face_with_mask
3467.png,693,185,796,292,face_with_mask
6292.jpg,871,195,1444,949,face_without_mask
6292.jpg,2400,226,2915,899,face_without_mask
3466.png,464,124,611,304,face_with_mask
3466.png,263,164,338,328,face_with_mask
3466.png,482,221,591,292,face_with_mask
3466.png,262,243,330,318,face_with_mask
2028.jpg,300,113,603,493,face_with_mask
2028.jpg,315,252,589,479,face_with_mask
2028.jpg,668,24,760,134,face_with_mask
2028.jpg,146,26,247,136,face_with_mask
6303.jpg,252,190,368,342,face_without_mask
6112.jpg,354,110,532,366,face_without_mask
6112.jpg,613,15,749,194,face_without_mask
6112.jpg,64,20,216,231,face_without_mask
6102.jpg,171,68,293,225,face_without_mask
6102.jpg,66,108,141,199,face_without_mask
6102.jpg,26,96,71,177,face_without_mask
6102.jpg,295,88,356,180,face_without_mask
6102.jpg,358,123,395,183,face_without_mask
6102.jpg,577,58,660,136,face_without_mask
6102.jpg,548,118,662,252,face_without_mask
6102.jpg,432,152,506,240,face_without_mask
3748.png,239,28,624,551,face_with_mask
3748.png,254,267,565,545,face_with_mask
3121.png,233,21,429,264,face_with_mask
3121.png,237,169,353,258,face_with_mask
3355.png,136,259,276,408,face_with_mask
3355.png,159,328,242,405,face_with_mask
5950.jpg,168,28,673,714,face_without_mask
6177.jpg,66,27,147,128,face_without_mask
6177.jpg,588,24,661,121,face_without_mask
4753.png,169,6,532,531,face_without_mask
6363.jpg,122,18,221,151,face_without_mask
6363.jpg,454,38,550,151,face_without_mask
4437.png,245,89,443,323,face_with_mask
4437.png,263,188,399,319,face_with_mask
4507.png,172,13,366,249,face_with_mask
4507.png,200,150,362,244,face_with_mask
6203.jpg,396,202,774,739,face_without_mask
4918.png,70,18,552,479,face_without_mask
4918.png,79,34,459,477,face_with_mask
4806.png,560,10,659,144,face_without_mask
4806.png,110,251,244,380,face_without_mask
4806.png,563,5,653,154,face_with_mask
5848.jpg,299,115,563,425,face_without_mask
5569.jpg,133,31,341,305,face_without_mask
4406.png,278,42,522,405,face_with_mask
4406.png,4,146,258,481,face_with_mask
4406.png,10,310,213,476,face_with_mask
4406.png,290,214,511,402,face_with_mask
5728.jpg,90,11,270,238,face_without_mask
5728.jpg,282,52,437,255,face_without_mask
2442.png,22,56,510,542,face_without_mask
3877.png,388,137,681,515,face_with_mask
3877.png,238,161,420,417,face_with_mask
3877.png,2,58,245,412,face_with_mask
3877.png,7,211,232,406,face_with_mask
3877.png,244,292,409,412,face_with_mask
3877.png,412,307,664,510,face_with_mask
2431.png,453,254,525,387,face_with_mask
2431.png,285,261,376,376,face_with_mask
2431.png,367,218,443,305,face_with_mask
2431.png,284,192,327,241,face_with_mask
2431.png,297,315,366,372,face_with_mask
2431.png,450,314,525,382,face_with_mask
2431.png,290,216,318,238,face_with_mask
2431.png,378,252,444,306,face_with_mask
2431.png,442,191,475,220,face_with_mask
2431.png,346,248,377,277,face_with_mask
2431.png,439,177,478,221,face_with_mask
2431.png,329,206,380,277,face_with_mask
2016.jpg,1330,627,1610,955,face_with_mask
2016.jpg,886,649,1111,928,face_with_mask
2016.jpg,442,484,716,864,face_with_mask
2016.jpg,1601,314,1791,542,face_with_mask
2016.jpg,727,268,997,591,face_with_mask
2016.jpg,0,200,241,516,face_with_mask
2016.jpg,1076,196,1246,432,face_with_mask
2016.jpg,1918,321,2109,594,face_with_mask
2016.jpg,1911,444,2112,593,face_with_mask
2016.jpg,1603,390,1781,546,face_with_mask
2016.jpg,1081,282,1224,412,face_with_mask
2016.jpg,735,384,985,578,face_with_mask
2016.jpg,1,326,209,502,face_with_mask
2016.jpg,444,669,700,861,face_with_mask
2016.jpg,877,775,1087,935,face_with_mask
2016.jpg,1342,775,1578,943,face_with_mask
2016.jpg,1351,376,1542,605,face_with_mask
2016.jpg,1342,484,1520,609,face_with_mask
2016.jpg,554,314,721,452,face_with_mask
2016.jpg,328,438,524,611,face_with_mask
2016.jpg,540,202,747,470,face_with_mask
2016.jpg,296,346,542,641,face_with_mask
4875.png,409,7,802,480,face_without_mask
4875.png,420,9,771,477,face_with_mask
4223.png,3,2,872,700,face_with_mask
4223.png,103,51,857,693,face_with_mask
4223.png,34,2,907,686,face_with_mask
6369.jpg,296,433,369,502,face_without_mask
6424.png,69,28,381,442,face_with_mask
6424.png,102,209,384,443,face_with_mask
5357.jpg,287,183,372,301,face_without_mask
4920.png,37,100,230,318,face_with_mask
4920.png,47,195,187,321,face_with_mask
5027.jpg,365,12,526,203,face_with_mask
5027.jpg,370,110,491,206,face_with_mask
5027.jpg,122,36,225,149,face_without_mask
5304.jpg,690,756,1432,1756,face_without_mask
3225.png,25,19,331,423,face_with_mask
3225.png,91,221,325,421,face_with_mask
3652.png,330,65,529,314,face_without_mask
3542.png,83,70,459,531,face_with_mask
3542.png,108,279,408,525,face_with_mask
6233.jpg,252,76,516,449,face_without_mask
2433.png,30,204,169,367,face_with_mask
2433.png,497,137,534,178,face_with_mask
2433.png,81,293,165,366,face_with_mask
2433.png,436,70,555,183,face_with_mask
5611.jpg,1003,123,1118,285,face_without_mask
5611.jpg,176,124,292,276,face_without_mask
5462.jpg,851,279,957,392,face_without_mask
5462.jpg,479,92,561,203,face_without_mask
5462.jpg,197,54,282,175,face_without_mask
1990.jpg,454,194,594,356,face_without_mask
1990.jpg,79,317,223,476,face_with_mask
1990.jpg,107,376,217,465,face_with_mask
1990.jpg,717,377,856,532,face_without_mask
1990.jpg,0,371,46,533,face_with_mask
1990.jpg,0,445,36,528,face_with_mask
3601.png,28,7,377,520,face_without_mask
3624.png,197,24,533,500,face_with_mask
3624.png,350,256,529,499,face_with_mask
3624.png,480,75,511,120,face_with_mask
3624.png,429,23,511,119,face_with_mask
5494.jpg,281,157,476,430,face_without_mask
5336.jpg,210,65,303,149,face_without_mask
4827.png,292,195,386,263,face_with_mask
4827.png,324,227,377,260,face_with_mask
2346.png,127,26,442,479,face_without_mask
4644.png,296,9,380,117,face_with_mask
4644.png,307,60,373,114,face_with_mask
3626.png,177,0,572,388,face_with_mask
3626.png,250,151,533,388,face_with_mask
4293.png,86,22,361,399,face_with_mask
4293.png,137,225,358,395,face_with_mask
3894.png,161,21,553,554,face_with_mask
3894.png,160,209,487,551,face_with_mask
2766.png,163,5,577,563,face_with_mask
2766.png,167,281,548,562,face_with_mask
3110.png,163,125,226,209,face_with_mask
3110.png,187,171,220,205,face_with_mask
2473.png,295,4,459,180,face_with_mask
2473.png,310,68,451,181,face_with_mask
2162.png,172,15,392,329,face_with_mask
2162.png,198,180,348,291,face_with_mask
1952.jpg,701,96,944,362,face_without_mask
1952.jpg,176,251,384,510,face_without_mask
1952.jpg,283,98,499,373,face_without_mask
1952.jpg,0,183,155,482,face_without_mask
1952.jpg,940,196,1100,357,face_without_mask
5098.jpeg,41,2,123,92,face_with_mask
5098.jpeg,161,8,203,71,face_with_mask
5098.jpeg,203,7,249,90,face_with_mask
5098.jpeg,279,76,305,112,face_with_mask
5098.jpeg,316,70,341,105,face_with_mask
5098.jpeg,52,36,119,90,face_with_mask
5098.jpeg,163,48,199,68,face_with_mask
5098.jpeg,205,55,245,85,face_with_mask
5098.jpeg,282,93,301,109,face_with_mask
5098.jpeg,316,86,339,101,face_with_mask
5098.jpeg,459,68,538,230,face_with_mask
5098.jpeg,348,100,359,112,face_with_mask
5098.jpeg,348,93,369,113,face_with_mask
5098.jpeg,276,62,298,80,face_with_mask
5098.jpeg,274,70,289,83,face_with_mask
2953.png,276,11,476,204,face_without_mask
3838.png,104,23,457,516,face_with_mask
3838.png,123,273,450,514,face_with_mask
1865.jpg,999,977,3135,3014,face_without_mask
6257.jpg,109,176,283,417,face_without_mask
6257.jpg,362,159,525,369,face_without_mask
5945.jpg,503,34,707,330,face_without_mask
4296.png,554,95,599,155,face_with_mask
4296.png,3,174,83,255,face_with_mask
4296.png,2,86,80,257,face_with_mask
4296.png,559,128,597,150,face_with_mask
4296.png,550,96,601,153,face_with_mask
4296.png,792,177,845,211,face_with_mask
4296.png,782,135,850,217,face_with_mask
3797.png,58,5,349,323,face_with_mask
3797.png,121,185,315,321,face_with_mask
2598.png,218,3,586,322,face_with_mask
2598.png,219,119,453,310,face_with_mask
6418.png,439,292,467,353,face_with_mask
6418.png,462,274,534,374,face_with_mask
6418.png,626,303,681,354,face_without_mask
6418.png,441,326,464,354,face_with_mask
6418.png,463,341,520,375,face_with_mask
4714.png,200,169,299,269,face_with_mask
4714.png,221,214,279,264,face_with_mask
4107.png,441,39,864,599,face_without_mask
2450.png,253,71,406,277,face_without_mask
2450.png,271,122,422,291,face_with_mask
4679.png,339,93,421,189,face_without_mask
6181.jpg,272,35,429,274,face_without_mask
6181.jpg,648,61,818,304,face_without_mask
3276.png,25,0,400,439,face_with_mask
3276.png,56,236,371,431,face_with_mask
4797.png,243,22,422,250,face_without_mask
2579.png,215,10,533,472,face_with_mask
2579.png,210,227,519,465,face_with_mask
3863.png,265,150,389,317,face_with_mask
3863.png,298,260,353,316,face_with_mask
3863.png,0,161,40,273,face_with_mask
3863.png,73,171,132,272,face_with_mask
3863.png,1,243,35,273,face_with_mask
3863.png,67,229,123,272,face_with_mask
6158.jpg,618,419,1113,1139,face_without_mask
6387.jpg,174,39,284,162,face_without_mask
6387.jpg,320,12,442,178,face_without_mask
3158.png,76,11,262,265,face_with_mask
3158.png,102,121,260,263,face_with_mask
2904.png,270,210,311,265,face_with_mask
2904.png,418,176,459,229,face_with_mask
2904.png,12,211,54,263,face_with_mask
2904.png,281,240,309,263,face_with_mask
2904.png,421,215,450,227,face_with_mask
2904.png,19,239,51,262,face_with_mask
2904.png,313,207,332,224,face_with_mask
2904.png,307,193,337,233,face_with_mask
5536.jpg,148,20,195,100,face_without_mask
1874.jpg,688,1667,2113,3113,face_with_mask
1874.jpg,1041,2042,2007,2986,face_with_mask
6371.jpg,259,59,309,111,face_without_mask
6371.jpg,342,111,392,158,face_without_mask
5077.jpg,249,221,537,653,face_with_mask
5077.jpg,537,164,626,268,face_with_mask
5077.jpg,274,445,515,646,face_with_mask
5077.jpg,539,218,566,259,face_with_mask
3157.png,14,3,614,438,face_with_mask
3157.png,93,96,543,437,face_with_mask
3319.png,5,3,433,496,face_with_mask
3319.png,439,8,715,439,face_with_mask
3319.png,83,248,410,481,face_with_mask
3319.png,444,171,710,423,face_with_mask
2363.png,147,207,281,366,face_with_mask
2363.png,191,280,277,367,face_with_mask
2668.png,248,56,410,251,face_with_mask
2668.png,444,117,584,300,face_with_mask
2668.png,266,146,393,251,face_with_mask
2668.png,476,215,582,298,face_with_mask
2143.jpg,257,74,728,623,face_with_mask
2143.jpg,805,124,1079,542,face_with_mask
2143.jpg,1030,30,1726,969,face_with_mask
2143.jpg,1057,473,1599,962,face_with_mask
2143.jpg,790,315,1021,526,face_with_mask
2143.jpg,249,414,509,625,face_with_mask
2143.jpg,2004,541,2111,661,face_with_mask
2143.jpg,2011,430,2124,661,face_with_mask
1817.jpg,382,47,511,244,face_without_mask
2632.png,159,3,380,304,face_without_mask
2632.png,154,0,383,307,face_with_mask
2101.jpg,556,259,655,407,face_without_mask
2101.jpg,368,298,462,372,face_with_mask
2101.jpg,152,255,230,319,face_with_mask
3635.png,931,187,1069,370,face_with_mask
3635.png,551,187,694,378,face_with_mask
3635.png,597,269,689,371,face_with_mask
3635.png,971,277,1066,368,face_with_mask
3635.png,340,230,450,370,face_with_mask
3635.png,383,323,437,361,face_with_mask
3635.png,1066,253,1122,310,face_with_mask
3635.png,1059,193,1124,308,face_with_mask
3635.png,102,302,163,391,face_with_mask
2269.png,162,21,273,204,face_with_mask
2269.png,194,139,253,200,face_with_mask
2327.png,455,78,492,118,face_with_mask
2327.png,461,94,485,115,face_with_mask
3588.png,387,1,625,243,face_with_mask
3588.png,410,113,589,238,face_with_mask
2638.png,113,138,422,619,face_with_mask
2638.png,122,384,424,616,face_with_mask
3494.png,354,8,452,132,face_with_mask
3494.png,809,18,892,134,face_with_mask
3494.png,12,81,127,228,face_with_mask
3494.png,363,94,433,130,face_with_mask
3494.png,29,178,90,224,face_with_mask
3494.png,820,98,882,130,face_with_mask
3203.png,249,4,507,325,face_with_mask
3203.png,306,218,500,323,face_with_mask
4199.png,440,178,715,575,face_with_mask
4199.png,142,5,314,198,face_with_mask
4199.png,143,52,288,197,face_with_mask
4199.png,448,338,707,555,face_with_mask
2037.jpg,366,81,620,392,face_with_mask
2037.jpg,16,115,256,399,face_with_mask
2037.jpg,393,178,591,379,face_with_mask
2037.jpg,18,197,227,394,face_with_mask
4397.png,334,8,901,541,face_with_mask
4397.png,366,75,874,534,face_with_mask
2189.png,218,81,351,244,face_with_mask
2189.png,228,164,344,243,face_with_mask
3465.png,210,5,448,266,face_with_mask
3465.png,247,146,428,265,face_with_mask
5461.jpeg,198,35,371,285,face_without_mask
5522.jpeg,459,91,580,205,face_without_mask
4177.png,255,138,417,334,face_with_mask
4177.png,543,19,685,190,face_with_mask
4177.png,258,241,361,332,face_with_mask
4177.png,544,105,643,192,face_with_mask
2760.png,116,5,526,539,face_with_mask
2760.png,138,193,489,531,face_with_mask
3371.png,438,206,506,285,face_with_mask
3371.png,444,246,500,283,face_with_mask
5785.jpg,332,185,530,469,face_without_mask
5785.jpg,611,202,789,462,face_without_mask
3226.png,102,33,515,597,face_with_mask
3226.png,118,369,462,598,face_with_mask
4542.png,397,33,560,221,face_with_mask
4542.png,432,124,543,218,face_with_mask
4670.png,233,2,577,373,face_without_mask
5155.jpg,783,64,953,261,face_with_mask
5155.jpg,225,0,400,185,face_with_mask
5155.jpg,373,0,497,182,face_with_mask
5155.jpg,1045,16,1170,150,face_without_mask
5155.jpg,835,167,950,258,face_with_mask
5155.jpg,326,84,399,179,face_with_mask
5155.jpg,395,101,495,179,face_with_mask
5155.jpg,99,88,196,200,face_without_mask
5155.jpg,918,31,1036,166,face_with_mask
5155.jpg,935,104,986,162,face_with_mask
5489.jpg,244,23,390,252,face_without_mask
3888.png,162,34,372,287,face_without_mask
3888.png,186,160,368,282,face_with_mask
2673.png,315,153,441,363,face_with_mask
2673.png,317,267,421,361,face_with_mask
3072.png,60,7,538,489,face_with_mask
3072.png,63,213,370,486,face_with_mask
5063.jpg,211,0,836,671,face_without_mask
4342.png,10,102,374,526,face_with_mask
4342.png,78,306,363,520,face_with_mask
5406.jpg,272,196,517,545,face_without_mask
3414.png,80,9,223,186,face_with_mask
3414.png,97,112,207,185,face_with_mask
2060.jpg,750,67,1254,668,face_without_mask
3134.png,248,6,489,348,face_with_mask
3134.png,257,194,451,345,face_with_mask
5588.jpg,329,62,593,387,face_without_mask
4557.png,208,99,263,174,face_with_mask
4557.png,208,140,262,173,face_with_mask
4557.png,369,0,400,49,face_with_mask
4557.png,369,10,401,54,face_with_mask
6027.jpg,241,45,446,267,face_without_mask
4649.png,624,11,978,459,face_with_mask
4649.png,174,115,381,402,face_without_mask
4649.png,628,255,856,456,face_with_mask
5928.jpg,407,32,927,765,face_without_mask
2605.png,369,126,414,189,face_with_mask
2605.png,370,155,406,186,face_with_mask
6151.jpg,199,35,320,186,face_without_mask
2806.png,313,101,377,190,face_with_mask
2806.png,322,151,375,192,face_with_mask
2634.png,267,6,406,147,face_with_mask
2634.png,285,79,386,145,face_with_mask
3566.png,205,145,478,465,face_without_mask
5303.jpg,204,136,665,726,face_without_mask
5592.jpg,161,45,301,236,face_without_mask
4371.png,94,5,403,400,face_with_mask
4371.png,96,209,397,392,face_with_mask
5723.jpg,431,56,516,169,face_without_mask
5723.jpg,232,6,321,120,face_without_mask
4696.png,447,61,529,174,face_with_mask
4696.png,456,123,495,167,face_with_mask
3309.png,184,171,251,258,face_with_mask
3309.png,301,125,373,214,face_with_mask
3309.png,321,178,372,205,face_with_mask
3309.png,194,219,247,254,face_with_mask
4439.png,63,15,560,597,face_with_mask
4439.png,0,153,536,595,face_with_mask
2754.png,140,4,356,285,face_without_mask
5664.jpg,3,4,383,439,face_without_mask
5664.jpg,494,4,797,406,face_without_mask
2378.png,191,18,393,268,face_without_mask
2378.png,217,59,392,264,face_with_mask
6142.jpg,333,157,508,372,face_without_mask
6142.jpg,692,119,868,337,face_without_mask
2170.png,203,65,485,431,face_with_mask
2170.png,208,250,433,424,face_with_mask
3514.png,171,103,381,306,face_with_mask
3514.png,175,176,370,300,face_with_mask
4200.png,98,58,489,521,face_with_mask
4200.png,115,271,399,515,face_with_mask
2466.png,13,6,287,285,face_with_mask
2466.png,148,133,286,281,face_with_mask
2148.jpg,557,106,697,266,face_with_mask
2148.jpg,35,229,146,381,face_with_mask
2148.jpg,162,251,261,360,face_with_mask
2148.jpg,341,186,398,229,face_with_mask
2148.jpg,553,192,623,262,face_with_mask
2148.jpg,33,337,136,379,face_with_mask
2148.jpg,326,145,396,234,face_with_mask
2148.jpg,696,168,763,262,face_without_mask
3685.png,493,41,816,417,face_with_mask
3685.png,0,65,208,440,face_with_mask
3685.png,551,265,744,406,face_with_mask
3685.png,1,275,154,435,face_with_mask
5463.jpg,584,462,1279,997,face_with_mask
5463.jpg,478,9,1357,1007,face_with_mask
4789.png,122,6,635,584,face_without_mask
4789.png,169,1,564,589,face_with_mask
4643.png,253,59,556,448,face_without_mask
3104.png,344,64,558,247,face_with_mask
3104.png,344,151,493,245,face_with_mask
5674.jpg,1339,1131,1813,1710,face_without_mask
5674.jpg,1872,949,2311,1534,face_without_mask
5674.jpg,2349,1110,2882,1843,face_without_mask
5674.jpg,3181,612,3862,1534,face_without_mask
